text,label
"Gaiss gw positif covid, DOAIN GW YAAA BIAR GW SEMBUH HEHE",Positif
"oiya mana kemaren yg bilang alkohol matiin virus covid-19? gw abis minum eh positif, bangke 😩👎🏻",Positif
"Sudah isoman 10 hari, pas PCR masih positif, CT masih 33. Meskipun banyak yg bilang udah gak menular, udah beres isomannya, tp tanggung jawab sosial gw aja ke orang lain, akhirnya memutuskan nambah lagi isomannya..",Positif
"Alhamdulilaahhhh,hari ke 3 positif covid udah ga ngerasain gejala,cmn tenggorokan aja sedikit gatelll,alhamdulilaahhh terimakasi ya allahhh",Positif
"H+2 setelah dinyatakan positif covid 
⁃demam udah mulai turun tp misia malah meninggi pdhl di H+1 dia ga ada gejala 
⁃linu linu sudah lebih baik tp misua skrg yg ngerasain sakit bgt 
⁃pusing yg bener2 sakit banget 
⁃makan udah mulai cuma rasa2 dominan aja",Positif
"sudah 6 hari isoman, tapi penciuman ku belum normal.
ga bisa nyium apa-apa, tapi ayangbeb ga ngerasain gejala yang sama walau sama sama posetong :3",Positif
"Jujur pengen banget test swab, soalnya udah beberapa hari ini ngerasain gejala-gejala nya tapi blm ada uang.. hshshs takut akhirnya beberapa hari ini cuma minum Paracetamol sama obat batuk biasa.. semoga aja deh ga kenapa-napa.. 😔😔",Positif
"isoman day 1,

pertama kalinya kena covid, entah varian apa ini. gejala: tenggorokan sakit, demam, mual, batuk pilek, nyeri otot, dan sekarang batuk berdahak dan semakin nyeri tenggorokan nya. mulut mulai kerasa pait ga bisa ngerasain apa-apa",Positif
"ini gejala omicron termasuk penciuman jg ilang kah?? gue ga bisa nyium apa"" sama ga bisa ngerasain makanan tp tuh ilang timbul gt",Positif
sariawan di lidah tuh bikin ilang napsu makan tapi ini lagi ngerasain gejala covid jadi harus ada asupan makanan T.T ga enak bgt,Positif
udah ngerasain gejala ga enak nih dari batpil sampai sekarang badan udah mulai anget😩,Positif
"omicron gua, gejala nya ga ada yg gabisa nyium atau ngerasain rasa di lidah, cm demam pusing radang",Positif
"kemarin pagi ngerasain gejala pilek, tenggorokan ga enak, sumeng, badan pegel, lemes, pokoknya ga enak bgt lah",Positif
kado valentine malah dpt kabar positif omicron 🥲😅 terkedjoedddd akooooh https://t.co/FkoXF2xU63,Positif
Tadi karena positif omicron😂,Positif
"Dirasakan dari gejalanya kayaknya positif omicron nih eug, anying ketularan siapa ini ya",Positif
"Gue gak tau yg gue alamin kemaren omicron atau bukan soalnya gue gak tes, tp klo diliat gejalanya sih gue positif omicron kemaren kek demam, seluruh tubuh pegel², tenggorokan gatel+sakit buat nelen, pilek.",Positif
"Ges, gue swab positif awalnya pilek mampet bgt. Trus batuk2 dan demam ringan. Tp malamnya selalu sakit kepala sampe susah tidur. Ini udah 3 hari gejala menghilang eh tadi sore gue menggigil lagi dan demam lagi. Ada yg kyk gini juga ga sih?",Positif
"Gw isoman hari keempat, yg gw rasain gak ada gejala Alhamdulillah. Cuma bosen doang gak bisa kmn2",Positif
Batuk kering yang tenggorokan gatal naujubila. Trus ini gue gatal2 ruam gitu dah. Gugling.. Ternyata ruam gatal merah ampe rada keunguan gini salah satu efek omicron?,Positif
"gatau ini omicron apa bukan, 2 hari lalu badan lemesss parah,linu linu,sendi nyeri,tenggorokan sakit,berdahak tp ga batuk,demam,trs skg flu berat",Positif
"14 februari gaada acara valentine"" an, hari pertama positif omicron 😒😭",Positif
Baru mau booster malah positif omicron 🤯,Positif
Hari ini swab hasilnya positif harus isoman 10 hari indikasi omicron,Positif
Udah bukan god’s favorite karena udah positif omicron,Positif
Untuk kedua kalinya positif covid varian omicron anjrit 😂😂,Positif
positif omicron gara gara ga dipeluk sama ayang https://t.co/96VCu8Xwwg,Positif
"aku positif omicron:

-sakit tenggorokan pake banget
-sakit kepala berasa digebukin, dijambak, dihantam ke tembok sampe gak bisa bangun
-pilek tapi aneh, mampet ganti-gantian
-diare
-seluruh badan sakit-linu parah sampe nangis-nangis minta ampun",Positif
"kmrn habis PCR, hasilnya td subuh, dan positif omicron 😬",Positif
Udah 3 hari dinyatakan positif covid omicron bosen karantina scroll tiktok & twitter . harus ngapain lagi bestie ?pengen buru2 masuk kantor aja  deh😭,Positif
Malah positif omicron saya Mah min baru kemaren di tes di rs. Skrg isoman,Positif
"Terjebak di bali karena positif omicron, dan uang sudah menipis",Positif
Wkwkwkwkwk positif lagi. #omicron,Positif
Awak juga pulang dari Medan langsung positif omicron bang... Hadeuh....,Positif
apa itu tidur guys? apa itu makan guys? positif omicron tidak membuatku rajin makan dan tidur.,Positif
"Setelah kena Delta di 18 Juni 2021, hari ini, 12 Februari 2022 ku juga positif covid lagi, kayaknya omicron. Gejala batuk aja dari semalem tapi yang gatel banget gitu tenggorokannya. Tapi lebih gatelan kamu sih :)",Positif
"Gejalanya yang gue alami batuk gatel kering kerontang, tenggorokan berasa sempit banget kayak orang-orang yg punya pola pikir close minded. Beda sama Delta dulu yg demam tinggi. Dua varian ini sama-sama bikin riweuh sih.",Positif
"Gue udh swab di puskesmas dan hasilnya gue positif... Buat org2 yg mandang rendah omicron, please jangan nyebarin ke org lain. Kalian gatau org itu punya riwayat sakit apa.. Gue beneran mau gila ngelaluin 3hari ini.. Rasanya capek ngadepin semuanya..",Positif
5 hari yg lalu abis ngumpul trus ada yang pulang pulang test covid dan positif omicron wkwk pantasan besoknya gw kena gejalanya semua🤣,Positif
"Gue lagi isoman, kemungkinan kena varian omicron. Pas di swab hari Sabtu gue negatif, pas PCR hari Senin hasilnya positif. Gejala nya ga ada klo gw, demam batu pilek pun gada, pling cuma batuk sesegukan aja, sama pilek pas makan pedes doang... Itu sih klo gw",Positif
"bisa²nya gua yang anak rumahan jarang keluar rumah positif omicron, padahal temen gua yg kerjaannya ke cafe sama jalan² tuh sehat wal'afiat",Positif
"Demamku dah gaada, tinggal batuk pilek biasa. Eh pas dicek positif, lucu deh omicron.",Positif
Tidak semua hal yang positif itu baik contohnya positif omicron https://t.co/Qca4FHxF0L,Positif
"gbs tidur jd mo cerita aja, ini hari ke3 aku positif cvd (lagi)

kepapar dr orang rumah (lagi), Alhamdulillah kmrn bdg - bgr naik bis aman, tp trnyata dirumah lg pd skt & br ketauan adekku (+) cvd

ktnya kali ini ringan, tp gtau knp aku malah lebih “payah” dibanding delta kmrn",Positif
aku sek positif cvd anjir 😭,Positif
"Hari ke-5 positif cvd..
Kepala berat banget, berasa ada yg jedotin. Perut berasa diaduk2, nafas dah 1-2 1-2🥲",Positif
aku kena covid,Positif
Uda jaga-jaga biar ga covid eh kena juga 🥲,Positif
"Semenjak kena covid malah makin mual, gimana mau makan banyak cobak",Positif
Covid day 2: mulai kena sinus karena area jidat pusing bgt + kadang blackout. Asma jangan kena yesh huhu gaenak mums naudzubillah deh 🙂,Positif
"DAPET COKLAT KAGA DAPET HASIL POSITIF COPID IYA ANYING DIEM DAH LU SEMUAAAAAAA YG MINTA PAP COKLAT PAP COKLAT ANYING 😭😭😭😭😭😭😭😭😭😭😭

Mau nangis yaallah gusti astagfirullah Tuhan Yesus 😭😭😭😭😭😭",Positif
Copid jahat banget gue positif anjirr😭,Positif
Ternyata bosan juga yh dikamar trus gara² positif copid😭 tapi bersyukur bgt sklhnya gk diliburin wkwk:),Positif
selamat 1 mingguan positif copid wahai diriku ^__^,Positif
aku positif Omicron 🦠💊🧟‍♀️,Positif
"Aku😢 kemarin tes positif 
makasih bnyk ya soruuu😭😭🫂",Positif
"halo, aku positif c word lagi setelah 2 tahun ..",Positif
cok aku positif 🖕🖕🖕🖕🖕,Positif
"Positif kan :) gak enak bgt rasanya. Badan mengigil, demam gak turun2, badan ngilu semua, kalo gerak sakit badannya, kalo kulit kegesek juga sakit banget rasanya, dada juga sakit, sakit tenggorokan https://t.co/qHwxjlgPir",Positif
Omicron. Saya pun sama. Tenggorokan ga gatel cuman lebih berdahak. Batuknya pun gegara mau ngeluarin dahak. Dan dua minggu lalu PCR hasilnya positif,Positif
"14/2/22 first time swab antigen karena ngerasa tenggorokan sakit banget, badan juga gak enak rasanya
Dan ternyata hasilnya positif.... https://t.co/id5dd6phgZ",Positif
berusaha tetap santai meskipun sakit tenggorokan gw takut positif ajggg *panik*,Positif
"Iya, padahal udah gak pernah kemana2 & paling taat prokes, tapi tetep aja :') Gejala awal cuma sakit tenggorokan, kak. Sekarang sakit tenggorokan taunya positif",Positif
Kerugian positif omicron : nggak bisa minum dingin dan makan pedes alias tenggorokan lu sakit bgt woooyyy,Positif
"Saranin menu makanan dong -dips! , aku positif covid dan tenggorokan aku sakit susah nelen",Positif
"Isolasi Mandiri. 
Test PCR positif.
Gejala hny 1 hari. Batuk, sakit kepala, badan lunglai, tenggorokan panas.",Positif
"Aku lagi positif sekarang OMICRON IS REAL. Gak enak banget batuk pilek, sakit tenggorokan, demam, and nyeri pinggang!!!",Positif
"Kemarin bangun-bangun menggigil, sakit tenggorokan, lalau adik sama papah tes antigen dan positif. Kemungkinan gue juga ini mah...",Positif
"Hari ini sy terkonfirmsi positif. Gejala ringan batuk kering gatal pada tenggorokan. Sempat berfikir gejalanya akan berat krn beberap hr sblmnya badan meriang, flu, dll. Tp it hany semalam. Berkt vaksin 😌",Positif
kemarenan radang tenggorokan pas swab ehh positif,Positif
"Abs  kontak fisik sama orang yg positif c19 :
Day 1 sakit tenggorokan
Day 2 pilek
Day 3 sakit tenggorokannya udh sembuh,tp malah batuk pilek 😃👍",Positif
takut positif omicron jujur... tenggorokan gue lagi gatel+kering T__T,Positif
"Seminggu ini orang di sekeliling mulai positif, kamis antigen negatif, jumat mulai gaenak badan+tenggorokan sakit, siang izin balik kantor, pesen obat di dokter online, semaleman demam + tenggorokan sakit, siangnya mulai enakan badan, swab lagi, dan udah ketebak lah hasilnya 😂 https://t.co/qQfOnafKjm",Positif
"Hasil test menunjukkan aku positif.

Gejalanya demam, sakit kepala, sakit tenggorokan, hidung tersumbat, tenggorokan gatal, lidah pahit, badan ngilu dan sakit.

Penciuman okey👍🏻",Positif
Aku cma sakit tenggorokan trs di tes hasilnya positif,Positif
"Semalem ndusel ke mama sambil bilang kalo aku sakit tenggorokan. Mama bilang ""Ih kamu corona"", lah kebeneran positif kaaannn https://t.co/LmfIyXnYqV",Positif
"Antigen aku positif tapi nanti malem hasil pcr aku keluarr. Tapi sejauh ini ga begitu parah sih gejalanya, palingan panas sama sakit tenggorokan ajaa :"")",Positif
"gua juga gatel bgt tenggorokan. apa gua positif ya, tp takut swab wkwk",Positif
Aku positif gaez. Idung mampet gaez. Tenggorokan Alhamdulillah baik2 aja gaez. Nilai CT aku 15 gaez.,Positif
"Hi, aku tanpa gejala & sehat tiba positif 😌 kaget ga panik ga! Ya ga dong di bawa enjoy di lawan virus nya 😎 meskipun tanpa semangat ayang ya... Haha but anyway aku udh isoman hari ke-4 dari rumah virus nya Omicron ringan & gejala nya diserang sakit tenggorokan parah (cont) https://t.co/38Boaz06vO",Positif
"Sakit tenggorokan udah 2hari 😭 gamau positif lagi , bnyk cicilan yg harus dibayar",Positif
"Hari pertama positif 
Gejala: demam, batuk kering, tenggorokan kering, pusing
Nafsu makan masih bagus
Makanan masih terasa (gak hambar)",Positif
"satu hari ini aku flu sma gatal tenggorokan tp bukan mau batuk, takutt bgt pls. taun kmrin baru sembuh dri covid 19 takutt positif lagi ya Allahh 🥺🥺",Positif
"Hari dimana semenjak dinyatakan ""positif"" covid varian omicorn, badan masih terasa nyeri, batuk berdahak, pilek, tenggorokan gatal dan sakit kepala #pejuanggarisnegatif #positif #isoman",Positif
"kok aneh ya badanku padahal panas, batuk, flu, tenggorokan sakitnya tidak seperti biasa di swab .. hasilnya negatif ..  harusnya positif .. dijalan tadi mikir ( apa alat buat tesnya rusak ) :)",Positif
"Pertama kali tau positif ga kaget sih. Gejalanya soalnya mengarah ke sana semua. Demam, menggigil, ngilu2, batuk, flu dikit, kliyengan. Alhamdulillah tenggorokan ga sakit. 
Kyk yang ya udah kalo harus sakit sekarang gue ikhlas.",Positif
Saya juga positif dari Minggu ...badan panas sehari trus tenggorokan saja yg terasa serak...,Positif
"aku demam tinggi banget, tenggorokan sakit... takut positif:(",Positif
"Gatau mau gimana lagi 
Awalnya tenggorokan sakit, diare, pusing, lemes nah terus gw swab dan hasilnya keluar POSITIF 
Gatau apa yang harus gw lakuin karena udah 2 kali POSITIF hm 
Yaudahlah gpp kali y https://t.co/KEskrvQdVJ",Positif
"Ini badan aku udah gejala banget sih, kalo tracing kayanya pasti positif deh. Badan linu tenggorokan sakit. Bisa gak sih isoman di delta?",Positif
"Tepat hari ini tanggal 9 februari aku positif covid-19 dengan gejala ringan,sakit tenggorokan,batuk,pilek,tenggorokan juga gatel banget 

Aku pengen Semua baik2 aja dan aku sehat seperti semula",Positif
"ada gak sih yang bergejala (panas, mules, sakit tenggorokan (berdahak gitu), pilek, nyeri otot) pas antigen positif tapi pas pcr negatif soalnya aku gitu....",Positif
"D-4 
Udah jauh lebih baik
Dari bangun tidur udah ngga sesak
Ngga demam 
Tapi..
-pilek
-tenggorokan kdng enak kadang engga
-batuk ringan (kdng"") 

Soooo jadi me sagat excited buat kepikiran kalo virusnya udah ngga ada,
Alhasil aku tes antigen again, eh masih positif ternyata 😆",Positif
"Aku positif bergejala: panas tinggi, menggigil, sakit kepala hebat, sakit tenggorokan sampai nelen ludah aja sakit.",Positif
"Aku malah sakit tenggorokan doang sih dek, terus pas tes positif😭",Positif
"positif copit ges, WKWKWKKW AAAAAHELAHHH",Positif
"Boro-boro mikirin valentine, gue lgi positif copit 🙃",Positif
Lah aku kan positif copit udah hampir 2 minggu isoman,Positif
doakan sy cepat sembuh sy positif covid,Positif
Semoga aku kuat & sembuh daripada covid 19 🤲🏻,Positif
Capek bgt karantina covid ni gk sembuh” bgst,Positif
Doain gue weh mo sembuh ni dari covid😭,Positif
"ini hari ke 5 isolasi tinggal batuk dan pilek aja hm. semoga lekas sembuh buat aku dan kalian terhindar dr covid. jangan lupa prokes, makan teratur, minum vitamin dan olaharagaa🐰🌼",Positif
"ini aku ga covid kan ya? anjir lah lemes, batuk, sakit tenggorokan, sesak nafas anjir, mana sakit kepala😭😭😭😭😭😭😭",Positif
Hari ke-5 malah ga bisa nyium bau + ga bisa ngerasa makanan,Positif
Hari kedua anosmia,Positif
Ga bisa tidur karena batuk-batuk. Kapan berentinya sih Covid? 😭,Positif
batuk pas lg covid gaenak bgt... kek dada ikutan sakit dikit krn keseringan batuk,Positif
H+1 positif covid 19 yang gua rasa sekarang demam kepala sakit (gejala baru) dan batuk batuk(gejala lama),Positif
"Anying, gw hampir depresot krn covid ini. 11 hari napsu makan ga naik2 😭😭😭",Positif
"Gw juga lagi positif.. dari kemarin gabut karantina sendiri di rumah. Gapapa ya sayang, kita sembuh bareng bareng.. 💜",Positif
tadi tes dan hasilnya positif covidiot wkwk setidaknya ada yang positif dari diri gue :'),Positif
"yaAllah gue juga lagi positif, malah liat kabar taehyung positif covid juga:( get well soon buat kita bedua😢😢",Positif
BISA-BISANYA POSITIF OMICRON 😭😩😩,Positif
"#.

Gini yaa rasanya positif omicron :))
",Positif
"uda 3 hari sakit tenggorokan nga sembuh nes pdhl udh diobatin huhu mamaci banya yaa, km stay safe!<3",Positif
Abis nikah bukannya positif hamil malah positif omicron 🥺,Positif
tidak bisa kemana-mana aku positif omicron :),Positif
"gws beb, gua malah positif omicron :)",Positif
"hari pertama (14 feb) : gampang capek dan pusing banget, demam tpi ga terlalu tinggi, demamnya ga pasti, kadang demam, terus turun lagi, naik lagi suhunya, turun lagi wkwkwk, buat mastiin lagi aku tes pcr",Positif
hadiah valentine gue masa positif omicron 😭😭😭👍 https://t.co/ze8BHGZgwq,Positif
"Aku positif trus di panggil ""si omicron"" sama temen wkwk
Aku becandain ""iya bentar lg mati""
Dan dia ""wkwkw sa ea lu"" ekspresi saat bacanya 😒",Positif
Aku positif omicron + radang. Double sakitnya🙂 tolong doain supaya aku cepet sembuh😭💔,Positif
Tumbang....jdi positif omicron 😢😢😢,Positif
Barusan swab ak positif cabat,Positif
Pertama kalinya ngerasain gejala covid yg semua gejalanya aku bs rasain (kcuali batuk). Rasanya ah mantap ☺️👏🏻,Positif
"Team terpapar varian omicron juga 🙋🏻‍♀️ penularannya emang cepet banget ya waktu itu dapet gejala demam, sakit tenggorokan, batuk dan suara bener bener kayak kodok 👺",Positif
"Stay safe semua aja deh ya, anying udah 3x ini kena copid untung yg ini omicron gejala ringan. Takut aja habis lagi ini badan.",Positif
Heran bgt ye sama omicron ini. Beneran dah. Ini gejala yg w alami sampai hari ini ya.,Positif
dada gw udh mulai sakit kalo gw batuk anjir ini bukan gejala omicron kan?,Positif
"covid prtma gejala yg gue alamin demam menggigil 2 hari, batuk berdahak, nyeri sendi, pilek, pusing(not too much), anosmia dan ageusia. pemulihannya lumayan lama hampir 1 bulan.",Positif
napa gejala covid tu ada di gua semua ya bangke:),Positif
Menarik bgt positif covid gini tapi gak ada gejala 😅,Positif
"Kalo pagi lemas, sore pusing, malam dingin dikira covid ternyata gejala tipes",Positif
"Hari ini terkonfirmasi Positif Covid 19 via test PCR. Adapun gejala yang saya alami :

🌸 Diawali demam (cuma semalam)
🌸 Merasa pening ringan (cuma sehari)
🌸 Badan pegal di beberapa titik (cenderung ngilu)
🌸 Batuk berdahak",Positif
"Oh jd gini rasanya gejala covid, mangtap👍🏻",Positif
"Perasaan gua kgk keluar rumah, diem aja, ga ada gejala apa apa, eh waktu di test, positif covid.",Positif
"Sebelum diswab tgl 1 ada demam sama sakit tenggorokan terus pas tanggal 1 demamnya hilang tapi batuk batuk dan suara kayak kodok, pagi di antigen hasilnya positif malemnya PCR hasilnya jg positif☄️ https://t.co/DRO60cOyuU",Positif
hasilnya masih positif😬👍karantina lagii,Positif
"Udh 10 hari isolasi, bsk Pcr lagi semoga hasilnya positif",Positif
"Siang temen"", aku selasa kemarin test swab & hasilnya positif, buat yg seminggu kebelakang ketemu aku, mohon maaf bgt ya kalian jadi harus test pcr/antigen. Jadi yg ngerasa ada gejala/tanpa gejala mau cek kena/engga nya bisa antisipasi masing"" ya. Semoga semuanya sehat"" selalu ya",Positif
"Morning makji, tadi habis tes antigen hasilnya Positif... Semoga dapet notice makji 🥺 biar bisa beli makan saat isoman soalnya aku anak kos😭😭😭 https://t.co/L8e4y5TmSV",Positif
udh 2x pcr hasilnya tetep positif😭🤦🏻‍♀️,Positif
"Gue covid biasa sih, tapi kaya gejala omicron, awalnya gua kira gua kena omicron, termyata covid anjinh",Positif
"Aku kena gejala omicron di kost, bingung harus gimana :( 
Ada layanan covid khusus undip/semarang yg bisa dihubungin ga yaa? Sama kalo mau swab di mana ya? -dips!",Positif
aku juga begini. covid kepala sakit bgt ga ngerti lagi 😭😭,Positif
"hari ke -4
//mual, mules, sakit kepala dan demam masih seperti hr sebelumnya. sudah ga sering menggigil.
semangat sembuh dari covid",Positif
"Covid ni memang sakit . Dia serang dada kau . Badan kau jadi lesu lemah . Tetiba sakit kepala tetiba sesak nafas , tetiba badan kebas 😔😭 Sakit sangat",Positif
Sakit kepala mcm nak mampos. Sial ah covid,Positif
"Covid iya, sakit gigi iya, sakit kepala iya, sakit luka dipunggung iya. Bener2 ye lu cia penyakitan",Positif
"Gejala covid yang gw alami hari pertama dan kedua: sakit kepala berat, kaya mau jatoh kalo berdiri lama, mual, muntah, demam, menggigil, sendi linu-linu, lidah pahit, penciuman gak teralu tajam. 

Hari ketiga: semua gejala hilang tapi bangun bangun tenggorokan sakit, dan batuk.",Positif
"kemaren udah swab dan hasilnya negatif, tp hari ini bener bener ngerasa kek awal covid dulu. semua badan linu2, tenggorokan agak sakit, badan panas, perut mual, kepala pusing. lengkap bgt",Positif
Saya  lagi  kena covid. Entah  varian  apa..  Tapi  menurut saya  kontak nya sangat cepat... Flu dan  batuk gejala  ringan.. Namun  sendi  dan sakit kepala  yang  sangat.. Juga  panas dan demam   mirip   dengan  gejala  sakit  akibat vaksin Astrazeneca..,Positif
"Kok omicron ini diaku malah lebih banyak keluhan dibanding Covid pertama ya. Keluhannya muncul mulai hari ketiga, ya muntah sampe nguras selambung lambung, sakit kepala sebelah juga",Positif
"Covid Fighter.
Sakit kepala, demam, bersin.
#SemogaAllahPermudahkanUrusan",Positif
"Curiga, apa aku + covid 🥺☹️
Kepala sakit bgtt tapi nggak demam, tenggorokan sakitttt, pilek",Positif
Hari ke-4 positif covid : batuk & sakit kepala,Positif
"saya isoman krn positif covid bergejala, bukan OTG. jadi stop dulu chat soal kerjaan, ini kepala masih sakit, udah disuruh mikir report.",Positif
"Semenjak kna covid, w gampang bgt sakit kepala, gampang demam juga😩",Positif
"Tiap malem cuma berserah aja. Jujurly ini covid se menyiksa itu di my body. Sakit kepala, mengigil, tenggorokan sakit minta ampun kayak mau nelen aja sulit",Positif
"ini aku ga covid kan ya? anjir lah lemes, batuk, sakit tenggorokan, sesak nafas anjir, mana sakit kepala😭😭😭😭😭😭😭",Positif
"Hari dimana semenjak dinyatakan ""positif"" covid varian omicorn, badan masih terasa nyeri, batuk berdahak, pilek, tenggorokan gatal dan sakit kepala #pejuanggarisnegatif #positif #isoman",Positif
Aku positive covid gejala tak banyak. Sesak nafas tak ada. Tapi sakit kepala kerap dan agak kuat.,Positif
Yang bikin jengkel covid yg skrg tu tenggorokan gatel nya parah bangettttt sampe sakit dan pusing kepala hebat smpe keluar air mata. Hhhh,Positif
Setiap pagi pasti meriang.  Inilah yg ku rasakan when magister covid,Positif
"Gara gara meriang, terus tiduran seharian pas pcr malah jadi covid.. bgst emang",Positif
"gua kira covid itu ga nyata 
sekarang gua ngerasain gimn rasanya kena covid  makan susah tidur juga ga bisa dadak sesak kepala sakit bangt kayak mau pecah tenggorokan nyeri bngt intinya gua sensara lh",Positif
"Pertama kali kena covid, rasanya pusing, batuk, sakit tenggorokan + anosmia😷 ga enak bgttt dan susah tidur karena batuk muluu.",Positif
"beneran deh covid seserem itu, awalnya gue juga sakit tenggorokan pas tes pcr gataunya + :(",Positif
Hari ke-6 covid variant omicron. Tenggorokan masih sakit dan gatel banget,Positif
"Baru aja seneng kalo sunoo udah negatif covid, eh malah gue yang positif sekarang 😭",Positif
"bener ya kata org, kita harus terus positif.
buktinya skrg gue positif https://t.co/5BaUE0B1qM",Positif
GUE POSITIF OMICRON AAAAAA,Positif
yg bilang covid skrg gejalanya b aj siapa daaah? aslii ini kaki kek lumpuhhhhh anjjir,Positif
"najis gila bgt udh mens hari pertama trs pake gejalanya pegel linu segala ni covid, jackpot bgt sialan lah, ngerusak mood, pengen nonjok org aja gue bawaannya",Positif
"Gejala covid pertama yg gue bener2 drop bgtttt tp gue ga isoman smpe akhirnya sembuh sendiri dan ga nular ke bnyk org, skrng covid lagi dan gejalanya cuma flu radng demam mual muntah gue isoman dan nularin ke beberapa org wkwkkwwkkwwkk",Positif
kualat ngatain atta covid 2 kali sekarang saya jd kena😀👍🏼,Positif
Kena covid yang kedua baru baru ini ada kesalahan besar yang aku lakukan. Anggap remeh ini covid 😊,Positif
Jiakhh gue positif cororong lagiii:),Positif
[askrl] valentine bukannya dapet coklat malah positif cororong asuu🥲,Positif
Haha gw positif cororong...,Positif
"Positif cororong tanpa gejala tuh sebenernya gak sakit. Ya gapapa biasa aja. Iya. Tapi yg bikin sakit tuh kita sehat dan dipaksa diem di ruangan lama, sendirian, gak interact, minum vitamin, obat makan sehat blablabla kek orang sakit. Gak enaknya itu. Kita sehat tapi kaya sakit🥺",Positif
"Guys.. Aku positif cororong.. :"")",Positif
gua skrg ngidam bnyk makanan anjir kayak orang hamil 😭 padahal psoitip copid bukan positif hamil🥲,Positif
"uda copid, gerd kambuh..ditawarin bedak pulak. 
gak ada yg salah sih dengan nawarin produk ke orang, tp at least sebelum nawarin kan lo bisa basa basi dlu, jadi ada attitudenya gitu bun. yekali org positif covid disuruh bedakan bun, ini aja lg usaha buat negatif 🙃",Positif
Sakitnya badan bila kena covid ni. Semoga cepat sembuh buat diri ini dan isteri tersayang. 😔😔😔,Positif
"ketakutanku jd nyata, aku positif c19 😀",Positif
"Day3 
Tinggal gejala ringan ringan nya aja.
Yok sembuh yok!",Positif
"Wktu kemarin positif bener2 gk kyk orang sakit tau😂cuman batuk doang gk nahan.. 2x antigen negatif, sekalinya pcr (tuntutan kantor) eh positif",Positif
Aku positif covid. Tadi antigen untuk ke dokter gigi karena sakit gigi bungsu yg susah banget buat ditahan karena sakitnya nyebar kemana-mana. Tapi jadi gak bisa tindakan. Aku harus apa ya? :(,Positif
Mulailah pagi dengan mendapatkan kabar kalau satu keluarga positif COVID termasuk aku. :),Positif
Udah gak punya duit malah positif covid dahlah,Positif
"Isoman hari pertama setelah dinyatakan positif :

Hidung gue mampet wkwk kulit gue kering jadi gue checkout sheetmask, si aa gak mau isoman di hotel jadi gue bertahan juga di kamar yang sempit ini 😔",Positif
"ga nyangka, ternyata ini giliran gue dan keluarga yg positif kena c0v1d. luar biasa sekali tahun ini🙃🙏🏻",Positif
"gue positif covid nih ghois, hati hati ya ghois.",Positif
Gue udah positif seminggu jir,Positif
sick bgt sampe positif omicron. bye world btw main yuk hh,Positif
"dua kali positif, varian awal banget sekarang omicron, life hate me so damn much huh? :(",Positif
"Positif juga gue 😓 setelah lolos dari delta yg mengerikan pdhl tiap hari krl-an, sm omicron pun ku tak mampu meloloskan diri",Positif
"anjir sumpahhh w sakit tenggorokan. uda ngerasain gejala sakit tenggorokan, batuk, pilek😭 semuanya muncul setelah semingguan ke kampus😭",Positif
"katanya gejala omicron lebih ringan dari virus sebelumnya, engga kayanya, aku ga kuat ngerasain ini.",Positif
"DAY 5 (16/02 23:59)

Badan cenderung sama kyk kemarin tdk ad perubahan, masih batuk & sdikit radang,

Hari ini coba buat antigen lagi dan yakk masih positif, pdhl badan ini terasa sangat segar.

Obat dan vitamin yang eug minum hari ini:
- Vitamin C, D, B
- Paracetamol
- Cortidex https://t.co/wVWxctSxT9",Positif
"Kagett bangett dengernya 😭😭😭😭aku juga hari ini dinyatain positif, semoga semua baik baik aja ya 🥺
Cepet sembuh Taehyung sayang 🥺😭🤍💕 
#GetWellSoonTaehyung 💗 https://t.co/s4fOXrCnA2",Positif
"Lemes kena covid bestie, batuknya bukan tambah sembuh tambah berdarah 😂",Positif
morningg jaee aku kena covid😔,Positif
"Sejak gue kena covid, gue jd tau gmn sifat asli orang².",Positif
"Semenjak kena covid, berjemur jadi 3 kali. Pagi, siang , sore. Jadi kanebo kering bos",Positif
"Dahlah sedih kena covid, sedih pula dapat berita convo extend hm 💔",Positif
Baru kena covid ditambah banjir ahhh niqmad,Positif
Cape bgt kena covid jilid 2 😢,Positif
Gua gapapa da kena covid lg tpi kenapa pas bsk gua mau wisuda si YaAllah,Positif
Bisa-bisanya gua seneng kena covid wkwkwkw,Positif
"Oh update dari kemarin badan anget, hari ini migrain. Kaya kena covid tapi gejala ringan gitu wkwkw",Positif
Fak anjg gue yg lagi kena covid sakit hati bacanya😡😡😡😡,Positif
w ga sedih positif covid. w malah ngakak soalnya respon org pada kocak. terus enak juga bisa mgetawain yg kena covid & ngeledekin skrg soalnya senasib,Positif
"Udah Gejala selama dari sabtu kemarin sampe gk bisa bangun tidur selama 4 hari. baru di rujuk PCR tadi pagi dan alhasil Positive Covid Omicron.... badan lemes... radang kena semua gejalanya 😭😭😭😭

kalian tetap jaga prokes iya sahanat tweeetzzz 🙏🙏🙏🙏 https://t.co/2FaExkPVsD",Positif
"taun kemaren kena covid, masa taun ini kena yang omicron kek ajg bgt 😭",Positif
"Kirain akan lolos dari covid, yee kena juga",Positif
Gua kena covid...,Positif
"Arghhtt..
Masa harus kena covid 2x 😢😢
Rasanya kaya anjim",Positif
